,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
0,2.0,1.0,11.0,E2,0.0,990.0,990.0,0.0,77.0
1,5.0,1.0,9.0,B1,0.0,360.0,360.0,0.0,9.0
2,1.0,1.0,10.0,B1,360.0,960.0,600.0,360.0,40.0
3,4.0,1.0,7.0,A3,0.0,140.0,140.0,0.0,14.0
4,3.0,1.0,12.0,A1,0.0,120.0,120.0,0.0,48.0
0,2.0,2.0,11.0,D3,1067.0,1177.0,110.0,0.0,99.0
1,7.0,1.0,7.0,B1,1000.0,1280.0,280.0,0.0,14.0
2,6.0,1.0,6.0,D3,1177.0,1597.0,420.0,177.0,30.0
3,2.0,3.0,11.0,M3,1276.0,1826.0,550.0,0.0,66.0
4,6.0,2.0,6.0,G1,1627.0,1807.0,180.0,0.0,24.0
5,3.0,2.0,12.0,C1,144.0,984.0,840.0,0.0,48.0
6,6.0,3.0,6.0,Q3,1831.0,2371.0,540.0,0.0,30.0
7,7.0,2.0,7.0,D1,1294.0,1854.0,560.0,0.0,35.0
8,5.0,2.0,9.0,C1,984.0,1704.0,720.0,615.0,36.0
9,5.0,3.0,9.0,L2,1740.0,2370.0,630.0,0.0,9.0
10,6.0,4.0,6.0,T1,2401.0,2641.0,240.0,0.0,18.0
11,3.0,3.0,12.0,E2,1032.0,2112.0,1080.0,0.0,24.0
12,7.0,3.0,7.0,E2,2112.0,2672.0,560.0,223.0,14.0
13,3.0,4.0,12.0,G1,2136.0,2976.0,840.0,0.0,36.0
14,7.0,4.0,7.0,G1,2976.0,3396.0,420.0,290.0,14.0
15,1.0,2.0,10.0,L1,1000.0,1700.0,700.0,0.0,50.0
16,5.0,4.0,9.0,P1,2379.0,2919.0,540.0,0.0,9.0
17,5.0,5.0,9.0,S1,2928.0,3108.0,180.0,0.0,36.0
18,4.0,2.0,7.0,C1,1704.0,1774.0,70.0,1550.0,7.0
19,1.0,3.0,10.0,M3,1826.0,2726.0,900.0,76.0,10.0
20,2.0,4.0,11.0,P2,1892.0,2662.0,770.0,0.0,88.0
21,8.0,1.0,8.0,C1,1774.0,2494.0,720.0,774.0,8.0
22,4.0,3.0,7.0,B1,1781.0,1851.0,70.0,0.0,14.0
23,1.0,4.0,10.0,N1,2736.0,3236.0,500.0,0.0,80.0
24,1.0,5.0,10.0,D3,3316.0,4116.0,800.0,0.0,40.0
25,5.0,6.0,9.0,H1,3144.0,3594.0,450.0,0.0,18.0
26,7.0,5.0,7.0,I3,3410.0,3690.0,280.0,0.0,7.0
27,1.0,6.0,10.0,P1,4156.0,4256.0,100.0,0.0,50.0
28,5.0,7.0,9.0,G1,3612.0,4242.0,630.0,0.0,18.0
29,2.0,5.0,11.0,Q1,2750.0,3080.0,330.0,0.0,44.0
30,6.0,5.0,6.0,L2,2659.0,3019.0,360.0,0.0,12.0
31,7.0,6.0,7.0,J1,3697.0,3907.0,210.0,0.0,21.0
32,2.0,6.0,11.0,R2,3124.0,4004.0,880.0,0.0,44.0
33,7.0,7.0,7.0,L2,3928.0,4278.0,350.0,0.0,14.0
34,7.0,8.0,7.0,K1,4292.0,4852.0,560.0,0.0,7.0
