,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,8.0,2.0,8.0,B1,2502.0,2982.0,480.0,0.0,24.0
36,2.0,7.0,11.0,G1,4242.0,4792.0,550.0,194.0,11.0
37,8.0,3.0,8.0,D2,3006.0,3166.0,160.0,0.0,32.0
38,6.0,6.0,6.0,O3,3061.0,3301.0,240.0,30.0,36.0
39,7.0,9.0,7.0,O2,4859.0,5069.0,210.0,0.0,14.0
40,8.0,4.0,8.0,A3,3198.0,3758.0,560.0,0.0,16.0
41,8.0,5.0,8.0,E2,3774.0,4094.0,320.0,0.0,40.0
42,8.0,6.0,8.0,H2,4134.0,4774.0,640.0,0.0,48.0
43,1.0,7.0,10.0,G1,4792.0,5692.0,900.0,486.0,30.0
44,4.0,4.0,7.0,G2,1865.0,2005.0,140.0,0.0,28.0
45,8.0,7.0,8.0,I2,4822.0,5542.0,720.0,0.0,16.0
46,6.0,7.0,6.0,I1,3337.0,3757.0,420.0,0.0,18.0
47,1.0,8.0,10.0,E1,5722.0,6422.0,700.0,0.0,70.0
48,6.0,8.0,6.0,A2,3775.0,4135.0,360.0,0.0,18.0
49,5.0,8.0,9.0,E2,4260.0,4980.0,720.0,0.0,36.0
50,2.0,8.0,11.0,F1,4803.0,5683.0,880.0,0.0,22.0
51,5.0,9.0,9.0,O1,5016.0,5826.0,810.0,0.0,9.0
52,5.0,10.0,9.0,N1,5835.0,6015.0,180.0,0.0,27.0
53,5.0,11.0,9.0,K1,6042.0,6222.0,180.0,0.0,45.0
54,8.0,8.0,8.0,F1,5683.0,6243.0,560.0,125.0,32.0
55,7.0,10.0,7.0,P1,5083.0,5363.0,280.0,0.0,14.0
56,4.0,5.0,7.0,E1,6422.0,6912.0,490.0,4389.0,56.0
57,3.0,5.0,12.0,R1,3012.0,3852.0,840.0,0.0,60.0
58,2.0,9.0,11.0,I2,5705.0,6145.0,440.0,0.0,88.0
59,8.0,9.0,8.0,R1,6275.0,6915.0,640.0,0.0,8.0
60,6.0,9.0,6.0,M3,4153.0,4393.0,240.0,0.0,18.0
61,7.0,11.0,7.0,R3,5377.0,5797.0,420.0,0.0,7.0
62,8.0,10.0,8.0,O1,6923.0,7003.0,80.0,0.0,8.0
63,4.0,6.0,7.0,D3,6968.0,7318.0,350.0,0.0,28.0
64,8.0,11.0,8.0,N1,7011.0,7331.0,320.0,0.0,16.0
65,3.0,6.0,12.0,L2,4278.0,5118.0,840.0,366.0,12.0
66,3.0,7.0,12.0,M1,5130.0,5370.0,240.0,0.0,36.0
67,8.0,12.0,8.0,M2,7347.0,7907.0,560.0,0.0,56.0
68,4.0,7.0,7.0,P1,7346.0,7486.0,140.0,0.0,7.0
69,5.0,12.0,9.0,A2,6267.0,6987.0,720.0,0.0,90.0
70,3.0,8.0,12.0,S1,5406.0,5646.0,240.0,0.0,84.0
71,1.0,9.0,10.0,H3,6492.0,6792.0,300.0,0.0,0.0
72,2.0,10.0,11.0,T1,6233.0,7003.0,770.0,0.0,11.0
73,3.0,9.0,12.0,I2,6145.0,6865.0,720.0,415.0,24.0
74,7.0,12.0,7.0,S1,5804.0,6434.0,630.0,0.0,7.0
75,4.0,8.0,7.0,O3,7493.0,8053.0,560.0,0.0,21.0
76,5.0,13.0,9.0,T1,7077.0,7167.0,90.0,0.0,54.0
77,2.0,11.0,11.0,S1,7014.0,7454.0,440.0,0.0,44.0
78,4.0,9.0,7.0,N1,8074.0,8704.0,630.0,0.0,35.0
79,2.0,12.0,11.0,K1,7498.0,7608.0,110.0,0.0,0.0
80,4.0,10.0,7.0,L2,8739.0,9369.0,630.0,0.0,0.0
81,6.0,10.0,6.0,F1,6243.0,6723.0,480.0,1832.0,0.0
82,8.0,13.0,8.0,P2,7963.0,8043.0,80.0,0.0,8.0
83,5.0,14.0,9.0,J1,7221.0,7401.0,180.0,0.0,0.0
84,7.0,13.0,7.0,T1,7167.0,7727.0,560.0,726.0,0.0
85,3.0,10.0,12.0,J1,7401.0,8121.0,720.0,512.0,72.0
86,8.0,14.0,8.0,T1,8051.0,8131.0,80.0,0.0,0.0
87,3.0,11.0,12.0,T1,8193.0,9033.0,840.0,0.0,0.0
