,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,3.0,6.0,12.0,L1,3576.0,4416.0,840.0,0.0,72.0
36,7.0,8.0,7.0,K1,4096.0,4656.0,560.0,0.0,14.0
37,2.0,8.0,11.0,F1,3828.0,4708.0,880.0,0.0,33.0
38,4.0,4.0,7.0,G2,3806.0,3946.0,140.0,2649.0,28.0
39,8.0,6.0,8.0,H1,3338.0,3578.0,240.0,0.0,40.0
40,6.0,7.0,6.0,I1,4140.0,4560.0,420.0,0.0,18.0
41,8.0,7.0,8.0,I2,3618.0,4338.0,720.0,0.0,16.0
42,8.0,8.0,8.0,F1,4708.0,5268.0,560.0,354.0,48.0
43,2.0,9.0,11.0,I1,4741.0,5621.0,880.0,0.0,99.0
44,7.0,9.0,7.0,O3,4700.0,5050.0,350.0,30.0,14.0
45,4.0,5.0,7.0,E1,3974.0,4464.0,490.0,0.0,56.0
46,8.0,9.0,8.0,R3,5316.0,5956.0,640.0,0.0,16.0
47,6.0,8.0,6.0,A2,4578.0,4938.0,360.0,0.0,24.0
48,2.0,10.0,11.0,T1,5720.0,6490.0,770.0,0.0,11.0
49,1.0,3.0,10.0,M1,3382.0,3582.0,200.0,0.0,60.0
50,3.0,7.0,12.0,M2,4488.0,5328.0,840.0,0.0,84.0
51,4.0,6.0,7.0,D3,4520.0,4870.0,350.0,0.0,21.0
52,5.0,6.0,9.0,H3,3946.0,4126.0,180.0,0.0,36.0
53,3.0,8.0,12.0,S1,5412.0,5652.0,240.0,0.0,72.0
54,1.0,4.0,10.0,N1,3642.0,4142.0,500.0,0.0,70.0
55,5.0,7.0,9.0,G1,4162.0,4792.0,630.0,0.0,27.0
56,7.0,10.0,7.0,P2,5064.0,5274.0,210.0,0.0,21.0
57,5.0,8.0,9.0,E1,4819.0,5629.0,810.0,0.0,45.0
58,3.0,9.0,12.0,I3,5724.0,5844.0,120.0,0.0,12.0
59,4.0,7.0,7.0,P2,5274.0,5904.0,630.0,383.0,21.0
60,8.0,10.0,8.0,O2,5972.0,6372.0,400.0,0.0,16.0
61,6.0,9.0,6.0,M2,5328.0,5748.0,420.0,366.0,24.0
62,7.0,11.0,7.0,R3,5956.0,6376.0,420.0,661.0,7.0
63,1.0,5.0,10.0,D2,4212.0,4912.0,700.0,0.0,30.0
64,1.0,6.0,10.0,P1,4942.0,5042.0,100.0,0.0,40.0
65,4.0,8.0,7.0,O2,6372.0,6652.0,280.0,447.0,14.0
66,8.0,11.0,8.0,N1,6388.0,6708.0,320.0,0.0,16.0
67,1.0,7.0,10.0,G2,5082.0,5682.0,600.0,0.0,40.0
68,5.0,9.0,9.0,O1,5674.0,6484.0,810.0,0.0,9.0
69,2.0,11.0,11.0,S1,6501.0,6941.0,440.0,0.0,44.0
70,5.0,10.0,9.0,N1,6708.0,6888.0,180.0,215.0,27.0
71,1.0,8.0,10.0,E1,5722.0,6422.0,700.0,0.0,50.0
72,4.0,9.0,7.0,N1,6888.0,7518.0,630.0,222.0,28.0
73,8.0,12.0,8.0,M2,6724.0,7284.0,560.0,0.0,56.0
74,5.0,11.0,9.0,K1,6915.0,7095.0,180.0,0.0,54.0
75,3.0,10.0,12.0,J1,5856.0,6576.0,720.0,0.0,72.0
76,7.0,12.0,7.0,S1,6941.0,7571.0,630.0,558.0,7.0
77,8.0,13.0,8.0,P2,7340.0,7420.0,80.0,0.0,8.0
78,3.0,11.0,12.0,T1,6648.0,7488.0,840.0,0.0,0.0
79,1.0,9.0,10.0,H1,6472.0,7172.0,700.0,0.0,0.0
80,4.0,10.0,7.0,L1,7546.0,7826.0,280.0,0.0,0.0
81,8.0,14.0,8.0,T1,7488.0,7568.0,80.0,60.0,0.0
82,5.0,12.0,9.0,A1,7149.0,7599.0,450.0,0.0,99.0
83,2.0,12.0,11.0,K1,7095.0,7205.0,110.0,110.0,0.0
84,7.0,13.0,7.0,T1,7578.0,8138.0,560.0,0.0,0.0
85,5.0,13.0,9.0,T1,8138.0,8228.0,90.0,440.0,54.0
86,5.0,14.0,9.0,J1,8282.0,8462.0,180.0,0.0,0.0
87,6.0,10.0,6.0,F1,5772.0,6252.0,480.0,0.0,0.0
