,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,2.0,4.0,11.0,P2,2145.0,2915.0,770.0,0.0,77.0
36,1.0,7.0,10.0,G2,3040.0,3640.0,600.0,0.0,40.0
37,7.0,10.0,7.0,P1,4640.0,4920.0,280.0,0.0,28.0
38,7.0,11.0,7.0,R1,4948.0,5438.0,490.0,0.0,21.0
39,2.0,5.0,11.0,Q2,2992.0,3652.0,660.0,0.0,33.0
40,7.0,12.0,7.0,S1,5459.0,6089.0,630.0,0.0,7.0
41,4.0,7.0,7.0,P2,4427.0,5057.0,630.0,0.0,14.0
42,6.0,5.0,6.0,L2,3961.0,4321.0,360.0,1611.0,18.0
43,4.0,8.0,7.0,O3,5071.0,5631.0,560.0,0.0,21.0
44,8.0,3.0,8.0,D1,3292.0,3772.0,480.0,0.0,40.0
45,5.0,8.0,9.0,E2,4081.0,4801.0,720.0,0.0,36.0
46,2.0,6.0,11.0,R2,3685.0,4565.0,880.0,0.0,33.0
47,2.0,7.0,11.0,G2,4598.0,5148.0,550.0,0.0,22.0
48,5.0,9.0,9.0,O1,4837.0,5647.0,810.0,0.0,9.0
49,6.0,6.0,6.0,O2,4339.0,4579.0,240.0,0.0,18.0
50,4.0,9.0,7.0,N1,5652.0,6282.0,630.0,0.0,28.0
51,5.0,10.0,9.0,N1,6282.0,6462.0,180.0,626.0,27.0
52,6.0,7.0,6.0,I3,4597.0,4897.0,300.0,0.0,12.0
53,8.0,4.0,8.0,A1,3812.0,4292.0,480.0,0.0,8.0
54,7.0,13.0,7.0,T1,6096.0,6656.0,560.0,0.0,0.0
55,2.0,8.0,11.0,F1,5170.0,6050.0,880.0,0.0,33.0
56,2.0,9.0,11.0,I1,6083.0,6963.0,880.0,0.0,99.0
57,8.0,5.0,8.0,E1,4300.0,4700.0,400.0,0.0,48.0
58,1.0,8.0,10.0,E1,4700.0,5400.0,700.0,1020.0,60.0
59,6.0,8.0,6.0,A3,4909.0,5269.0,360.0,0.0,24.0
60,1.0,9.0,10.0,H2,5460.0,5960.0,500.0,0.0,0.0
61,3.0,4.0,12.0,G1,4063.0,4903.0,840.0,1318.0,60.0
62,6.0,9.0,6.0,M3,5293.0,5533.0,240.0,0.0,18.0
63,3.0,5.0,12.0,R3,4963.0,5563.0,600.0,0.0,24.0
64,3.0,6.0,12.0,L1,5587.0,6427.0,840.0,0.0,72.0
65,5.0,11.0,9.0,K1,6489.0,6669.0,180.0,0.0,45.0
66,5.0,12.0,9.0,A2,6714.0,7434.0,720.0,0.0,90.0
67,3.0,7.0,12.0,M2,6499.0,7339.0,840.0,0.0,84.0
68,5.0,13.0,9.0,T1,7524.0,7614.0,90.0,0.0,54.0
69,8.0,6.0,8.0,H2,5960.0,6600.0,640.0,1212.0,48.0
70,8.0,7.0,8.0,I2,6648.0,7368.0,720.0,0.0,16.0
71,8.0,8.0,8.0,F1,7384.0,7944.0,560.0,0.0,40.0
72,2.0,10.0,11.0,T1,7614.0,8384.0,770.0,552.0,11.0
73,8.0,9.0,8.0,R2,7984.0,8624.0,640.0,0.0,16.0
74,5.0,14.0,9.0,J1,7668.0,7848.0,180.0,0.0,0.0
75,8.0,10.0,8.0,O3,8640.0,8720.0,80.0,0.0,24.0
76,3.0,8.0,12.0,S1,7423.0,7663.0,240.0,0.0,96.0
77,8.0,11.0,8.0,N1,8744.0,9064.0,320.0,0.0,8.0
78,2.0,11.0,11.0,S1,8395.0,8835.0,440.0,0.0,44.0
79,3.0,9.0,12.0,I1,7759.0,8719.0,960.0,0.0,36.0
80,2.0,12.0,11.0,K1,8879.0,8989.0,110.0,0.0,0.0
81,8.0,12.0,8.0,M3,9072.0,9312.0,240.0,0.0,48.0
82,6.0,10.0,6.0,F1,7944.0,8424.0,480.0,2393.0,0.0
83,8.0,13.0,8.0,P2,9360.0,9440.0,80.0,0.0,8.0
84,8.0,14.0,8.0,T1,9448.0,9528.0,80.0,0.0,0.0
85,3.0,10.0,12.0,J1,8755.0,9475.0,720.0,0.0,72.0
86,4.0,10.0,7.0,L1,6427.0,6707.0,280.0,117.0,0.0
87,3.0,11.0,12.0,T1,9547.0,10387.0,840.0,0.0,0.0
