,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,8.0,5.0,8.0,E2,3007.0,3327.0,320.0,0.0,48.0
36,1.0,5.0,10.0,D1,1960.0,2060.0,100.0,0.0,40.0
37,4.0,6.0,7.0,D3,3553.0,3903.0,350.0,0.0,21.0
38,6.0,3.0,6.0,Q1,3826.0,3886.0,60.0,0.0,42.0
39,2.0,6.0,11.0,R2,2409.0,3289.0,880.0,0.0,44.0
40,8.0,6.0,8.0,H3,3699.0,3939.0,240.0,324.0,48.0
41,2.0,7.0,11.0,G1,3333.0,3883.0,550.0,0.0,11.0
42,5.0,7.0,9.0,G1,3883.0,4513.0,630.0,148.0,18.0
43,5.0,8.0,9.0,E2,4531.0,5251.0,720.0,0.0,45.0
44,6.0,4.0,6.0,T1,3928.0,4168.0,240.0,0.0,24.0
45,7.0,10.0,7.0,P1,4136.0,4416.0,280.0,0.0,21.0
46,7.0,11.0,7.0,R2,4437.0,4507.0,70.0,0.0,14.0
47,8.0,7.0,8.0,I3,3987.0,4547.0,560.0,0.0,8.0
48,7.0,12.0,7.0,S1,4521.0,5151.0,630.0,0.0,7.0
49,6.0,5.0,6.0,L1,4192.0,4372.0,180.0,0.0,18.0
50,6.0,6.0,6.0,O1,4390.0,4750.0,360.0,0.0,24.0
51,2.0,8.0,11.0,F1,3894.0,4774.0,880.0,0.0,33.0
52,6.0,7.0,6.0,I1,4774.0,5194.0,420.0,0.0,18.0
53,8.0,8.0,8.0,F1,4774.0,5334.0,560.0,219.0,32.0
54,7.0,13.0,7.0,T1,5158.0,5718.0,560.0,0.0,0.0
55,3.0,6.0,12.0,L1,4540.0,5380.0,840.0,0.0,24.0
56,3.0,7.0,12.0,M1,5404.0,5644.0,240.0,0.0,36.0
57,6.0,8.0,6.0,A2,5212.0,5572.0,360.0,0.0,48.0
58,8.0,9.0,8.0,R1,5366.0,6006.0,640.0,0.0,24.0
59,1.0,6.0,10.0,P1,4416.0,4516.0,100.0,2316.0,40.0
60,2.0,9.0,11.0,I1,5194.0,6074.0,880.0,387.0,99.0
61,5.0,9.0,9.0,O2,5296.0,6106.0,810.0,0.0,18.0
62,4.0,7.0,7.0,P2,3924.0,4554.0,630.0,0.0,14.0
63,3.0,8.0,12.0,S1,5680.0,5920.0,240.0,0.0,72.0
64,3.0,9.0,12.0,I3,5992.0,6112.0,120.0,0.0,12.0
65,5.0,10.0,9.0,N1,6124.0,6304.0,180.0,0.0,27.0
66,8.0,10.0,8.0,O3,6030.0,6110.0,80.0,0.0,24.0
67,4.0,8.0,7.0,O3,6110.0,6670.0,560.0,1542.0,21.0
68,1.0,7.0,10.0,G2,4556.0,5156.0,600.0,0.0,30.0
69,4.0,9.0,7.0,N1,6691.0,7321.0,630.0,0.0,28.0
70,8.0,11.0,8.0,N1,7321.0,7641.0,320.0,1187.0,8.0
71,6.0,9.0,6.0,M1,5644.0,5824.0,180.0,24.0,36.0
72,8.0,12.0,8.0,M3,7649.0,7889.0,240.0,0.0,48.0
73,6.0,10.0,6.0,F1,5860.0,6340.0,480.0,0.0,0.0
74,5.0,11.0,9.0,K1,6331.0,6511.0,180.0,0.0,45.0
75,3.0,10.0,12.0,J1,6124.0,6844.0,720.0,0.0,72.0
76,2.0,10.0,11.0,T1,6173.0,6943.0,770.0,0.0,11.0
77,8.0,13.0,8.0,P2,7937.0,8017.0,80.0,0.0,8.0
78,1.0,8.0,10.0,E2,5251.0,5351.0,100.0,65.0,60.0
79,3.0,11.0,12.0,T1,6943.0,7783.0,840.0,27.0,0.0
80,8.0,14.0,8.0,T1,8025.0,8105.0,80.0,0.0,0.0
81,2.0,11.0,11.0,S1,6954.0,7394.0,440.0,0.0,44.0
82,1.0,9.0,10.0,H3,5411.0,5711.0,300.0,0.0,0.0
83,5.0,12.0,9.0,A2,6556.0,7276.0,720.0,0.0,90.0
84,5.0,13.0,9.0,T1,8105.0,8195.0,90.0,739.0,54.0
85,2.0,12.0,11.0,K1,7438.0,7548.0,110.0,0.0,0.0
86,5.0,14.0,9.0,J1,8249.0,8429.0,180.0,0.0,0.0
87,4.0,10.0,7.0,L1,7349.0,7629.0,280.0,0.0,0.0
