,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,1.0,5.0,10.0,D2,2550.0,3250.0,700.0,0.0,40.0
36,7.0,8.0,7.0,K1,3569.0,4129.0,560.0,0.0,7.0
37,3.0,5.0,12.0,R1,2700.0,3540.0,840.0,0.0,60.0
38,5.0,7.0,9.0,G1,3682.0,4312.0,630.0,0.0,27.0
39,2.0,7.0,11.0,G1,4312.0,4862.0,550.0,495.0,11.0
40,8.0,5.0,8.0,E1,3878.0,4278.0,400.0,0.0,40.0
41,7.0,9.0,7.0,O2,4136.0,4346.0,210.0,0.0,14.0
42,1.0,6.0,10.0,P2,3290.0,4090.0,800.0,0.0,50.0
43,6.0,5.0,6.0,L2,3830.0,4190.0,360.0,0.0,12.0
44,4.0,6.0,7.0,D1,3352.0,3842.0,490.0,0.0,35.0
45,8.0,6.0,8.0,H1,4318.0,4558.0,240.0,0.0,40.0
46,3.0,6.0,12.0,L2,4190.0,5030.0,840.0,590.0,72.0
47,5.0,8.0,9.0,E1,4339.0,5149.0,810.0,0.0,63.0
48,1.0,7.0,10.0,G2,4140.0,4740.0,600.0,0.0,40.0
49,3.0,7.0,12.0,M3,5102.0,5582.0,480.0,0.0,72.0
50,7.0,10.0,7.0,P1,4360.0,4640.0,280.0,0.0,14.0
51,5.0,9.0,9.0,O3,5212.0,5482.0,270.0,0.0,27.0
52,4.0,7.0,7.0,P2,4090.0,4720.0,630.0,213.0,21.0
53,4.0,8.0,7.0,O2,4741.0,5021.0,280.0,0.0,14.0
54,6.0,6.0,6.0,O3,5482.0,5722.0,240.0,1280.0,36.0
55,4.0,9.0,7.0,N1,5035.0,5665.0,630.0,0.0,28.0
56,6.0,7.0,6.0,I1,5758.0,6178.0,420.0,0.0,12.0
57,2.0,8.0,11.0,F1,4873.0,5753.0,880.0,0.0,22.0
58,3.0,8.0,12.0,S1,5654.0,5894.0,240.0,0.0,72.0
59,6.0,8.0,6.0,A1,6190.0,6250.0,60.0,0.0,18.0
60,3.0,9.0,12.0,I3,5966.0,6086.0,120.0,0.0,12.0
61,5.0,10.0,9.0,N1,5665.0,5845.0,180.0,156.0,27.0
62,2.0,9.0,11.0,I2,5775.0,6215.0,440.0,0.0,88.0
63,8.0,7.0,8.0,I2,6215.0,6935.0,720.0,1617.0,16.0
64,3.0,10.0,12.0,J1,6098.0,6818.0,720.0,0.0,72.0
65,1.0,8.0,10.0,E1,5149.0,5849.0,700.0,369.0,60.0
66,5.0,11.0,9.0,K1,5872.0,6052.0,180.0,0.0,36.0
67,5.0,12.0,9.0,A3,6088.0,6538.0,450.0,0.0,81.0
68,5.0,13.0,9.0,T1,6619.0,6709.0,90.0,0.0,54.0
69,8.0,8.0,8.0,F1,6951.0,7511.0,560.0,0.0,40.0
70,6.0,9.0,6.0,M2,6268.0,6688.0,420.0,0.0,24.0
71,6.0,10.0,6.0,F1,7511.0,7991.0,480.0,799.0,0.0
72,8.0,9.0,8.0,R2,7551.0,8191.0,640.0,0.0,16.0
73,2.0,10.0,11.0,T1,6709.0,7479.0,770.0,406.0,11.0
74,5.0,14.0,9.0,J1,6818.0,6998.0,180.0,55.0,0.0
75,7.0,11.0,7.0,R3,4654.0,5074.0,420.0,0.0,7.0
76,8.0,10.0,8.0,O1,8207.0,8287.0,80.0,0.0,8.0
77,8.0,11.0,8.0,N1,8295.0,8615.0,320.0,0.0,16.0
78,2.0,11.0,11.0,S1,7520.0,7960.0,440.0,30.0,44.0
79,7.0,12.0,7.0,S1,7960.0,8590.0,630.0,2879.0,7.0
80,3.0,11.0,12.0,T1,7479.0,8319.0,840.0,589.0,0.0
81,4.0,10.0,7.0,L1,5693.0,5973.0,280.0,0.0,0.0
82,2.0,12.0,11.0,K1,8004.0,8114.0,110.0,0.0,0.0
83,8.0,12.0,8.0,M2,8631.0,9191.0,560.0,0.0,48.0
84,8.0,13.0,8.0,P1,9239.0,9559.0,320.0,0.0,16.0
85,7.0,13.0,7.0,T1,8597.0,9157.0,560.0,0.0,0.0
86,8.0,14.0,8.0,T1,9575.0,9655.0,80.0,0.0,0.0
87,1.0,9.0,10.0,H2,5909.0,6409.0,500.0,0.0,0.0
