,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,5.0,6.0,9.0,H1,3217.0,3667.0,450.0,0.0,9.0
36,4.0,5.0,7.0,E2,2136.0,2626.0,490.0,806.0,49.0
37,8.0,3.0,8.0,D2,3192.0,3352.0,160.0,162.0,48.0
38,4.0,6.0,7.0,D3,2675.0,3025.0,350.0,0.0,28.0
39,7.0,6.0,7.0,J1,3184.0,3394.0,210.0,0.0,21.0
40,4.0,7.0,7.0,P1,3322.0,3462.0,140.0,269.0,7.0
41,7.0,7.0,7.0,L2,3415.0,3765.0,350.0,0.0,14.0
42,8.0,4.0,8.0,A1,3400.0,3880.0,480.0,0.0,16.0
43,3.0,7.0,12.0,M2,4596.0,5436.0,840.0,0.0,84.0
44,5.0,7.0,9.0,G2,3676.0,4306.0,630.0,0.0,36.0
45,8.0,5.0,8.0,E2,3896.0,4216.0,320.0,0.0,32.0
46,6.0,7.0,6.0,I2,3256.0,3316.0,60.0,0.0,12.0
47,7.0,8.0,7.0,K1,3779.0,4339.0,560.0,0.0,14.0
48,8.0,6.0,8.0,H1,4248.0,4488.0,240.0,0.0,40.0
49,4.0,8.0,7.0,O3,3469.0,4029.0,560.0,0.0,21.0
50,8.0,7.0,8.0,I2,4528.0,5248.0,720.0,0.0,16.0
51,2.0,7.0,11.0,G1,3829.0,4379.0,550.0,0.0,11.0
52,5.0,8.0,9.0,E1,4342.0,5152.0,810.0,0.0,63.0
53,7.0,9.0,7.0,O3,4353.0,4703.0,350.0,0.0,7.0
54,4.0,9.0,7.0,N1,4050.0,4680.0,630.0,0.0,35.0
55,2.0,8.0,11.0,F1,4390.0,5270.0,880.0,0.0,22.0
56,5.0,9.0,9.0,O3,5215.0,5485.0,270.0,0.0,27.0
57,1.0,7.0,10.0,G1,4379.0,5279.0,900.0,1007.0,30.0
58,8.0,8.0,8.0,F1,5270.0,5860.0,590.0,36.0,48.0
59,8.0,9.0,8.0,R3,5908.0,6548.0,640.0,0.0,16.0
60,5.0,10.0,9.0,N1,5512.0,5692.0,180.0,0.0,27.0
61,6.0,8.0,6.0,A2,3328.0,3688.0,360.0,0.0,24.0
62,8.0,10.0,8.0,O2,6564.0,6964.0,400.0,0.0,16.0
63,2.0,9.0,11.0,I2,5292.0,5732.0,440.0,0.0,88.0
64,7.0,10.0,7.0,P1,4710.0,4990.0,280.0,0.0,14.0
65,3.0,8.0,12.0,S1,5520.0,5760.0,240.0,0.0,72.0
66,7.0,11.0,7.0,R3,6548.0,6968.0,420.0,1544.0,7.0
67,4.0,10.0,7.0,L2,4715.0,5345.0,630.0,0.0,0.0
68,3.0,9.0,12.0,I3,5832.0,5952.0,120.0,0.0,12.0
69,5.0,11.0,9.0,K1,5719.0,5899.0,180.0,0.0,36.0
70,2.0,10.0,11.0,T1,5820.0,6590.0,770.0,0.0,11.0
71,3.0,10.0,12.0,J1,5964.0,6684.0,720.0,0.0,72.0
72,2.0,11.0,11.0,S1,6601.0,7041.0,440.0,0.0,44.0
73,8.0,11.0,8.0,N1,6980.0,7300.0,320.0,0.0,16.0
74,5.0,12.0,9.0,A3,5935.0,6385.0,450.0,0.0,81.0
75,7.0,12.0,7.0,S1,7041.0,7671.0,630.0,66.0,7.0
76,6.0,9.0,6.0,M2,5436.0,5856.0,420.0,1724.0,24.0
77,6.0,10.0,6.0,F1,5880.0,6360.0,480.0,0.0,0.0
78,1.0,8.0,10.0,E1,5309.0,6009.0,700.0,0.0,50.0
79,3.0,11.0,12.0,T1,6756.0,7596.0,840.0,0.0,0.0
80,2.0,12.0,11.0,K1,7085.0,7195.0,110.0,0.0,0.0
81,5.0,13.0,9.0,T1,7596.0,7686.0,90.0,1130.0,54.0
82,8.0,12.0,8.0,M2,7316.0,7876.0,560.0,0.0,56.0
83,5.0,14.0,9.0,J1,7740.0,7920.0,180.0,0.0,0.0
84,1.0,9.0,10.0,H1,6059.0,6759.0,700.0,0.0,0.0
85,7.0,13.0,7.0,T1,7686.0,8246.0,560.0,8.0,0.0
86,8.0,13.0,8.0,P2,7932.0,8012.0,80.0,0.0,8.0
87,8.0,14.0,8.0,T1,8246.0,8326.0,80.0,226.0,0.0
