,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
46,5.0,10.0,9.0,N1,7019.0,7199.0,180.0,0.0,27.0
47,5.0,11.0,9.0,K1,7226.0,7406.0,180.0,0.0,45.0
48,7.0,6.0,7.0,J1,5967.0,6177.0,210.0,0.0,14.0
49,3.0,9.0,12.0,I3,5040.0,5160.0,120.0,0.0,12.0
50,1.0,6.0,10.0,P1,3120.0,3220.0,100.0,0.0,40.0
51,7.0,7.0,7.0,L1,6191.0,6821.0,630.0,0.0,7.0
52,6.0,6.0,6.0,O1,2746.0,3106.0,360.0,0.0,24.0
53,4.0,6.0,7.0,D3,3688.0,4038.0,350.0,1354.0,28.0
54,6.0,7.0,6.0,I1,5946.0,6366.0,420.0,2816.0,12.0
55,1.0,7.0,10.0,G2,5351.0,5951.0,600.0,2091.0,30.0
56,5.0,12.0,9.0,A2,7451.0,8171.0,720.0,0.0,90.0
57,7.0,8.0,7.0,K1,7406.0,7966.0,560.0,578.0,14.0
58,8.0,9.0,8.0,R1,6509.0,7149.0,640.0,0.0,8.0
59,1.0,8.0,10.0,E2,6668.0,6768.0,100.0,687.0,50.0
60,8.0,10.0,8.0,O1,7157.0,7237.0,80.0,0.0,8.0
61,6.0,8.0,6.0,A1,6378.0,6438.0,60.0,0.0,24.0
62,3.0,10.0,12.0,J1,6177.0,6897.0,720.0,1005.0,72.0
63,1.0,9.0,10.0,H2,6818.0,7318.0,500.0,0.0,0.0
64,8.0,11.0,8.0,N1,7245.0,7565.0,320.0,0.0,8.0
65,7.0,9.0,7.0,O3,7980.0,8330.0,350.0,0.0,7.0
66,4.0,7.0,7.0,P1,4066.0,4206.0,140.0,0.0,21.0
67,2.0,9.0,11.0,I3,5928.0,6808.0,880.0,0.0,77.0
68,2.0,10.0,11.0,T1,6885.0,7655.0,770.0,0.0,11.0
69,7.0,10.0,7.0,P1,8337.0,8617.0,280.0,0.0,21.0
70,4.0,8.0,7.0,O1,7237.0,7377.0,140.0,3010.0,7.0
71,7.0,11.0,7.0,R2,8638.0,8708.0,70.0,0.0,14.0
72,6.0,9.0,6.0,M3,6462.0,6702.0,240.0,0.0,18.0
73,3.0,11.0,12.0,T1,7655.0,8495.0,840.0,686.0,0.0
74,5.0,13.0,9.0,T1,8495.0,8585.0,90.0,234.0,54.0
75,4.0,9.0,7.0,N1,7565.0,8195.0,630.0,181.0,28.0
76,6.0,10.0,6.0,F1,6720.0,7200.0,480.0,0.0,0.0
77,8.0,12.0,8.0,M3,7573.0,7813.0,240.0,0.0,48.0
78,7.0,12.0,7.0,S1,8722.0,9352.0,630.0,0.0,7.0
79,4.0,10.0,7.0,L1,8223.0,8503.0,280.0,0.0,0.0
80,5.0,14.0,9.0,J1,8639.0,8819.0,180.0,0.0,0.0
81,2.0,11.0,11.0,S1,9352.0,9792.0,440.0,1686.0,44.0
82,7.0,13.0,7.0,T1,9359.0,9919.0,560.0,0.0,0.0
83,8.0,13.0,8.0,P2,7861.0,7941.0,80.0,0.0,8.0
84,8.0,14.0,8.0,T1,9919.0,9999.0,80.0,1970.0,0.0
85,2.0,12.0,11.0,K1,9836.0,9946.0,110.0,0.0,0.0
