,工件号,工序号,加工批量,机器编号,起始时间,结束时间,加工时间,排队时间,运输时间
35,2.0,6.0,11.0,R1,3346.0,3896.0,550.0,0.0,33.0
36,6.0,5.0,6.0,L2,2350.0,2710.0,360.0,0.0,24.0
37,4.0,6.0,7.0,D2,2674.0,3094.0,420.0,0.0,28.0
38,2.0,7.0,11.0,G1,3929.0,4479.0,550.0,0.0,11.0
39,1.0,5.0,10.0,D1,3703.0,3803.0,100.0,1263.0,40.0
40,6.0,6.0,6.0,O1,2734.0,3094.0,360.0,0.0,18.0
41,4.0,7.0,7.0,P2,3122.0,3752.0,630.0,0.0,28.0
42,8.0,4.0,8.0,A1,3743.0,4223.0,480.0,0.0,16.0
43,7.0,9.0,7.0,O1,3905.0,3975.0,70.0,0.0,21.0
44,2.0,8.0,11.0,F1,4490.0,5370.0,880.0,0.0,22.0
45,8.0,5.0,8.0,E2,4365.0,4685.0,320.0,126.0,40.0
46,5.0,9.0,9.0,O3,4419.0,4689.0,270.0,0.0,27.0
47,1.0,6.0,10.0,P1,3843.0,3943.0,100.0,0.0,50.0
48,6.0,7.0,6.0,I2,3112.0,3172.0,60.0,0.0,12.0
49,5.0,10.0,9.0,N1,4716.0,4896.0,180.0,0.0,27.0
50,3.0,4.0,12.0,G2,2827.0,3667.0,840.0,0.0,36.0
51,5.0,11.0,9.0,K1,4923.0,5103.0,180.0,0.0,36.0
52,1.0,7.0,10.0,G1,4479.0,5379.0,900.0,486.0,30.0
53,7.0,10.0,7.0,P1,3996.0,4276.0,280.0,0.0,14.0
54,6.0,8.0,6.0,A2,3184.0,3544.0,360.0,0.0,48.0
55,8.0,6.0,8.0,H2,4725.0,5365.0,640.0,0.0,56.0
56,7.0,11.0,7.0,R3,4290.0,4710.0,420.0,0.0,7.0
57,8.0,7.0,8.0,I1,5421.0,5661.0,240.0,0.0,24.0
58,8.0,8.0,8.0,F1,5685.0,6245.0,560.0,0.0,40.0
59,3.0,5.0,12.0,R2,3703.0,4543.0,840.0,0.0,36.0
60,3.0,6.0,12.0,L1,4579.0,5419.0,840.0,0.0,72.0
61,5.0,12.0,9.0,A3,5139.0,5589.0,450.0,0.0,81.0
62,7.0,12.0,7.0,S1,4717.0,5347.0,630.0,0.0,7.0
63,4.0,8.0,7.0,O1,3975.0,4115.0,140.0,195.0,7.0
64,7.0,13.0,7.0,T1,5354.0,5914.0,560.0,0.0,0.0
65,3.0,7.0,12.0,M2,5491.0,6331.0,840.0,0.0,84.0
66,8.0,9.0,8.0,R2,6285.0,6925.0,640.0,0.0,8.0
67,1.0,8.0,10.0,E1,5409.0,6109.0,700.0,0.0,50.0
68,6.0,9.0,6.0,M1,3592.0,3772.0,180.0,0.0,36.0
69,3.0,8.0,12.0,S1,6415.0,6655.0,240.0,0.0,72.0
70,2.0,9.0,11.0,I2,5392.0,5832.0,440.0,0.0,88.0
71,8.0,10.0,8.0,O2,6933.0,7333.0,400.0,0.0,16.0
72,3.0,9.0,12.0,I3,6727.0,6847.0,120.0,0.0,12.0
73,4.0,9.0,7.0,N1,4896.0,5526.0,630.0,774.0,35.0
74,2.0,10.0,11.0,T1,5950.0,6720.0,770.0,30.0,11.0
75,8.0,11.0,8.0,N1,7349.0,7669.0,320.0,0.0,48.0
76,5.0,13.0,9.0,T1,6720.0,6810.0,90.0,1050.0,54.0
77,8.0,12.0,8.0,M1,7717.0,7957.0,240.0,0.0,8.0
78,8.0,13.0,8.0,P2,7965.0,8045.0,80.0,0.0,8.0
79,2.0,11.0,11.0,S1,6731.0,7171.0,440.0,0.0,44.0
80,1.0,9.0,10.0,H1,6159.0,6859.0,700.0,0.0,0.0
81,5.0,14.0,9.0,J1,6864.0,7044.0,180.0,0.0,0.0
82,8.0,14.0,8.0,T1,8053.0,8133.0,80.0,0.0,0.0
83,2.0,12.0,11.0,K1,7215.0,7325.0,110.0,0.0,0.0
84,4.0,10.0,7.0,L2,5561.0,6191.0,630.0,0.0,0.0
85,3.0,10.0,12.0,J1,7044.0,7764.0,720.0,185.0,72.0
86,3.0,11.0,12.0,T1,8133.0,8973.0,840.0,297.0,0.0
87,6.0,10.0,6.0,F1,6245.0,6725.0,480.0,2437.0,0.0
